01/01/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
24/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
25/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
26/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
27/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
28/02/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
01/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
02/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
02/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
02/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
02/03/2015; CDMB ; Centro ; Automática ; 7.119263 ; -73.127055 ; 68 ; SANTANDER ; 68001 ; BUCARAMANGA ; Fija ; 1 ; Precipitación Líquida ; mm ; 0 
